X,Y,Z,ElapsedTime,LoopTime
0.00,0.04,-10.00,8.22,0.013
0.27,0.24,-10.08,8.23,0.012
0.27,0.35,-10.32,8.25,0.013
0.00,0.08,-9.92,8.26,0.012
-0.20,0.12,-10.04,8.27,0.013
0.47,0.51,-10.32,8.28,0.013
-0.04,0.12,-10.16,8.30,0.012
0.08,0.16,-10.04,8.31,0.014
-0.35,0.08,-9.77,8.32,0.012
-0.12,0.12,-9.89,8.33,0.012
0.16,0.12,-9.96,8.35,0.014
0.27,-0.08,-9.77,8.36,0.012
0.00,0.00,-9.89,8.37,0.012
-0.24,0.43,-10.16,8.38,0.012
0.12,0.31,-10.20,8.40,0.013
-0.12,-0.20,-9.61,8.41,0.013
0.16,0.00,-10.16,8.42,0.012
0.08,0.08,-9.96,8.43,0.013
0.12,0.16,-10.24,8.45,0.013
0.08,0.00,-10.36,8.46,0.012
0.04,0.16,-9.92,8.47,0.012
0.04,0.12,-10.20,8.49,0.014
0.12,-0.08,-9.65,8.50,0.012
0.00,0.16,-9.77,8.51,0.013
0.00,0.12,-9.92,8.52,0.013
0.08,-0.12,-9.73,8.54,0.012
0.12,0.08,-9.96,8.55,0.012
0.08,0.04,-9.96,8.56,0.014
0.16,-0.20,-9.89,8.57,0.012
-0.04,-0.27,-9.22,8.59,0.012
0.00,0.04,-9.65,8.60,0.013
0.04,0.04,-9.85,8.61,0.013
0.43,0.20,-10.28,8.62,0.012
-0.04,0.16,-9.92,8.64,0.013
0.08,0.08,-9.92,8.65,0.013
0.08,-0.08,-9.73,8.66,0.013
0.27,-0.39,-9.92,8.67,0.012
0.00,-0.04,-9.77,8.69,0.013
0.16,0.08,-9.92,8.70,0.012
-0.20,0.31,-10.40,8.71,0.013
0.16,0.31,-9.92,8.72,0.012
0.08,0.08,-10.04,8.74,0.013
0.08,-0.20,-9.85,8.75,0.012
0.16,0.04,-9.89,8.76,0.012
0.08,0.04,-10.00,8.78,0.014
0.16,0.24,-10.16,8.79,0.012
0.00,0.20,-9.65,8.80,0.012
0.20,0.35,-9.89,8.81,0.013
0.04,0.12,-10.08,8.83,0.013
0.00,0.20,-10.08,8.84,0.012
0.08,-0.08,-9.61,8.85,0.013
0.08,0.12,-9.92,8.86,0.013
0.24,0.27,-10.00,8.88,0.012
0.12,0.27,-10.40,8.89,0.013
0.08,0.16,-9.92,8.90,0.013
-0.04,-0.04,-9.77,8.91,0.013
0.04,0.51,-10.36,8.93,0.012
0.04,0.20,-9.96,8.94,0.012
0.00,0.04,-9.77,8.95,0.014
-0.20,0.12,-9.96,8.96,0.012
0.59,0.04,-10.08,8.98,0.012
-0.08,-0.04,-9.96,8.99,0.014
0.04,0.08,-9.89,9.00,0.012
0.24,-0.04,-10.16,9.01,0.012
0.00,0.04,-9.96,9.03,0.014
0.16,0.04,-10.00,9.04,0.012
0.27,-0.04,-9.89,9.05,0.012
0.08,0.12,-9.85,9.07,0.013
0.04,0.12,-10.00,9.08,0.013
-0.08,0.12,-10.00,9.09,0.012
-0.08,-0.08,-10.04,9.10,0.013
0.08,-0.04,-10.36,9.12,0.013
0.08,0.04,-9.96,9.13,0.013
0.04,-0.20,-9.92,9.14,0.012
0.04,0.04,-9.89,9.15,0.012
0.00,0.04,-9.77,9.17,0.014
-0.08,0.04,-9.81,9.18,0.012
-0.16,0.35,-10.43,9.19,0.012
-0.04,-0.16,-9.73,9.21,0.014
0.12,0.08,-9.89,9.22,0.012
0.35,0.12,-10.08,9.23,0.012
0.12,0.08,-9.77,9.24,0.014
0.04,0.08,-9.85,9.26,0.012
0.08,0.00,-10.00,9.27,0.012
0.20,0.67,-10.24,9.28,0.013
-0.04,0.12,-10.12,9.29,0.013
-0.08,0.16,-10.24,9.31,0.012
-0.12,-0.31,-9.57,9.32,0.013
0.08,0.08,-10.00,9.33,0.013
0.04,0.08,-9.92,9.34,0.013
-0.04,-0.08,-9.73,9.36,0.012
0.24,0.24,-10.12,9.37,0.013
0.04,0.08,-9.92,9.38,0.013
-0.04,0.04,-10.20,9.39,0.012
-0.63,-0.16,-9.61,9.41,0.013
0.04,-0.16,-9.69,9.42,0.013
0.16,0.04,-9.92,9.43,0.012
-0.35,0.08,-9.92,9.44,0.013
-0.04,0.00,-10.04,9.46,0.013
0.12,0.08,-9.81,9.47,0.012
0.08,0.27,-10.16,9.48,0.013
0.27,0.63,-10.47,9.49,0.012
0.12,0.16,-10.00,9.51,0.013
0.04,0.00,-10.20,9.52,0.013
-0.12,-0.16,-9.81,9.53,0.012
0.00,-0.04,-9.96,9.55,0.014
0.08,0.08,-9.85,9.56,0.012
0.12,-0.08,-9.77,9.57,0.012
-0.04,0.00,-10.24,9.58,0.014
0.00,0.08,-10.00,9.60,0.012
0.04,0.04,-10.04,9.61,0.012
-0.43,0.12,-10.04,9.62,0.013
0.16,0.08,-9.61,9.63,0.013
0.08,0.12,-9.89,9.65,0.012
0.08,0.00,-9.81,9.66,0.013
0.12,-0.16,-9.81,9.67,0.013
0.08,0.12,-9.89,9.68,0.012
0.08,0.08,-9.96,9.70,0.013
0.35,0.20,-9.92,9.71,0.013
-0.04,0.16,-10.16,9.72,0.012
0.00,0.08,-9.92,9.74,0.013
0.12,0.12,-10.43,9.75,0.012
0.16,0.08,-10.00,9.76,0.013
-0.04,0.08,-9.89,9.77,0.013
0.12,0.39,-10.20,9.79,0.012
0.51,0.27,-10.16,9.80,0.013
0.08,0.04,-9.89,9.81,0.012
0.00,0.20,-10.04,9.82,0.012
-0.08,0.39,-9.92,9.84,0.014
-0.04,0.00,-10.16,9.85,0.012
0.00,0.12,-10.00,9.86,0.012
0.12,0.04,-9.92,9.87,0.013
-0.08,0.00,-9.77,9.89,0.013
0.16,0.16,-10.00,9.90,0.012
0.08,0.08,-10.12,9.91,0.013
0.27,0.12,-10.32,9.92,0.013
-0.24,0.08,-10.08,9.94,0.012
0.08,0.08,-9.77,9.95,0.013
0.16,0.04,-9.85,9.96,0.012
0.16,0.12,-10.12,9.98,0.014
0.00,0.08,-9.92,9.99,0.012
0.12,0.00,-9.92,10.00,0.012
0.20,0.43,-10.40,10.01,0.014
0.16,0.04,-10.00,10.03,0.012
0.35,0.16,-9.92,10.04,0.013
0.04,0.00,-10.20,10.05,0.013
0.12,-0.04,-9.38,10.06,0.012
0.04,-0.04,-9.89,10.08,0.013
-0.27,-0.04,-9.69,10.09,0.012
-0.20,0.00,-9.73,10.10,0.014
0.12,0.08,-10.00,10.11,0.012
0.04,0.04,-10.16,10.13,0.012
-0.08,0.16,-10.32,10.14,0.014
0.08,0.12,-9.92,10.15,0.012
0.12,0.20,-10.00,10.17,0.013
0.31,0.08,-10.32,10.18,0.013
0.27,0.20,-10.00,10.19,0.012
0.08,0.04,-9.89,10.20,0.013
0.35,-0.08,-9.73,10.22,0.012
0.16,-0.04,-10.47,10.23,0.014
0.04,0.04,-9.96,10.24,0.012
-0.04,0.16,-9.85,10.25,0.013
0.35,0.24,-10.16,10.27,0.013
0.27,0.04,-10.00,10.28,0.012
-0.12,0.08,-9.85,10.29,0.013
0.27,0.20,-10.24,10.30,0.012
0.04,0.00,-10.08,10.32,0.014
0.16,0.08,-9.92,10.33,0.012
0.20,0.43,-10.24,10.34,0.012
-0.16,0.20,-10.20,10.36,0.014
0.12,0.08,-9.96,10.37,0.012
0.20,0.16,-10.00,10.38,0.013
0.08,-0.27,-9.92,10.39,0.013
0.16,0.27,-10.28,10.41,0.013
0.00,0.16,-9.81,10.42,0.012
0.04,0.27,-9.96,10.43,0.012
0.08,-0.04,-9.92,10.45,0.014
0.16,0.08,-9.89,10.46,0.012
0.00,-0.24,-9.65,10.47,0.012
0.20,0.16,-10.24,10.48,0.014
0.00,0.08,-9.85,10.50,0.012
0.00,0.08,-9.96,10.51,0.013
0.12,0.27,-10.08,10.52,0.013
-0.08,0.00,-10.20,10.53,0.012
0.00,0.16,-10.04,10.55,0.013
-0.16,0.16,-9.89,10.56,0.012
0.31,0.35,-10.36,10.57,0.014
0.08,0.04,-9.89,10.58,0.012
-0.16,-0.04,-9.53,10.60,0.012
0.24,0.20,-10.16,10.61,0.014
-0.04,0.16,-9.77,10.62,0.012
0.04,-0.12,-9.65,10.64,0.013
0.16,0.27,-9.92,10.65,0.013
-0.04,0.20,-9.96,10.66,0.012
0.04,0.08,-9.92,10.67,0.012
-0.04,0.27,-9.92,10.68,0.012
-0.08,0.00,-9.77,10.70,0.014
0.12,0.08,-10.00,10.71,0.012
0.12,0.04,-9.96,10.72,0.012
0.24,0.55,-10.83,10.74,0.014
-0.20,0.08,-10.04,10.75,0.012
0.04,0.00,-10.04,10.76,0.013
0.04,0.08,-9.77,10.77,0.013
-0.04,0.04,-9.92,10.79,0.012
0.08,0.08,-9.96,10.80,0.013
0.24,0.16,-10.12,10.81,0.012
-0.12,0.27,-9.92,10.83,0.014
0.04,0.12,-9.96,10.84,0.012
0.08,0.12,-9.96,10.85,0.012
0.08,-0.24,-9.61,10.86,0.014
0.16,0.12,-9.89,10.88,0.012
0.12,0.16,-10.08,10.89,0.012
0.16,0.16,-10.28,10.90,0.013
-0.04,-0.04,-9.92,10.91,0.013
0.08,0.08,-9.92,10.93,0.013
0.12,0.31,-10.20,10.94,0.012
0.16,0.16,-10.43,10.95,0.013
0.12,0.00,-10.20,10.96,0.013
0.12,0.12,-9.92,10.98,0.012
-0.12,-0.04,-9.34,10.99,0.014
-0.12,0.08,-10.28,11.00,0.012
-0.08,0.08,-9.85,11.02,0.013
-0.20,0.24,-10.08,11.03,0.012
-0.08,0.04,-9.77,11.04,0.013
0.04,0.12,-10.04,11.05,0.013
0.12,0.00,-9.77,11.07,0.012
-0.31,-0.27,-9.49,11.08,0.014
0.08,-0.12,-9.89,11.09,0.012
0.04,0.08,-9.92,11.10,0.012
0.20,-0.20,-9.65,11.12,0.014
0.04,0.08,-10.08,11.13,0.012
-0.04,0.08,-10.12,11.14,0.013
0.16,-0.04,-9.81,11.15,0.012
0.24,0.20,-9.85,11.17,0.013
0.04,0.04,-9.92,11.18,0.013
0.00,0.12,-10.04,11.19,0.012
0.24,0.16,-9.92,11.21,0.014
0.31,0.24,-10.04,11.22,0.012
0.04,-0.08,-9.73,11.23,0.012
0.24,-0.12,-9.53,11.24,0.014
0.08,0.16,-10.12,11.26,0.012
0.16,0.08,-9.92,11.27,0.013
0.20,0.12,-10.04,11.28,0.012
-0.16,0.20,-10.59,11.30,0.014
0.04,0.04,-9.92,11.31,0.012
0.27,0.24,-10.20,11.32,0.012
0.43,-0.12,-9.77,11.33,0.014
0.24,0.08,-9.77,11.35,0.012
0.08,0.16,-10.04,11.36,0.013
-0.20,0.12,-10.20,11.37,0.013
0.00,-0.12,-9.61,11.38,0.013
0.04,0.08,-9.89,11.40,0.012
0.04,0.31,-10.08,11.41,0.012
0.31,0.51,-10.55,11.42,0.014
0.04,0.08,-9.92,11.43,0.012
0.12,0.04,-10.00,11.45,0.012
-0.39,0.43,-9.96,11.46,0.014
-0.08,0.24,-10.00,11.47,0.012
0.16,0.00,-9.85,11.49,0.013
0.24,0.00,-10.04,11.50,0.012
-0.20,0.12,-9.77,11.51,0.013
0.04,0.08,-10.08,11.52,0.013
0.16,0.24,-10.20,11.54,0.012
-0.12,-0.16,-9.96,11.55,0.014
-0.12,0.16,-10.12,11.56,0.012
0.16,-0.12,-9.77,11.57,0.013
-0.24,0.31,-9.85,11.59,0.013
-0.12,0.16,-10.63,11.60,0.013
0.08,0.12,-9.96,11.61,0.012
0.12,0.24,-9.92,11.62,0.012
-0.20,0.00,-9.69,11.64,0.014
0.16,0.12,-9.92,11.65,0.012
0.12,0.27,-10.08,11.66,0.012
0.04,0.08,-10.28,11.68,0.014
-0.31,0.08,-10.04,11.69,0.012
0.04,0.16,-9.81,11.70,0.013
-0.08,-0.20,-9.38,11.71,0.013
0.20,0.04,-9.89,11.73,0.013
0.00,0.04,-9.92,11.74,0.012
0.20,0.08,-9.81,11.75,0.012
0.27,0.00,-9.73,11.77,0.014
0.16,0.12,-9.96,11.78,0.012
0.00,0.12,-9.92,11.79,0.012
0.08,0.16,-10.20,11.80,0.014
0.16,0.16,-10.00,11.82,0.012
0.16,0.12,-10.00,11.83,0.013
0.04,0.08,-10.20,11.84,0.013
-0.12,-0.04,-9.61,11.85,0.012
-0.04,0.04,-9.85,11.87,0.013
-0.04,-0.04,-9.81,11.88,0.012
0.04,-0.16,-9.81,11.89,0.014
-0.04,0.04,-9.81,11.90,0.012
0.08,-0.04,-9.89,11.92,0.012
0.08,0.24,-10.20,11.93,0.014
-0.12,-0.04,-10.20,11.94,0.012
0.12,0.20,-10.00,11.96,0.013
0.16,0.00,-9.85,11.97,0.012
0.16,0.47,-10.04,11.98,0.013
0.08,0.04,-9.85,11.99,0.012
0.12,0.24,-9.92,12.00,0.012
-0.39,0.04,-9.61,12.02,0.014
-0.24,0.20,-10.12,12.03,0.012
0.20,-0.04,-9.81,12.04,0.013
-0.12,0.20,-10.36,12.06,0.013
0.08,0.08,-9.61,12.07,0.012
0.04,0.08,-9.92,12.08,0.013
0.08,-0.27,-9.73,12.09,0.012
0.24,0.00,-10.12,12.11,0.014
0.08,0.12,-10.04,12.12,0.012
0.16,0.00,-9.89,12.13,0.012
0.24,-0.12,-10.16,12.15,0.014
0.12,0.08,-9.69,12.16,0.012
0.00,-0.08,-9.69,12.17,0.013
-0.04,0.00,-9.49,12.18,0.013
-0.08,0.08,-9.85,12.20,0.012
0.08,0.04,-9.92,12.21,0.013
0.12,0.00,-10.08,12.22,0.012
-0.08,0.16,-10.08,12.23,0.013
0.12,0.12,-9.96,12.25,0.012
0.16,0.20,-9.96,12.26,0.012
-0.55,0.16,-10.16,12.27,0.014
0.08,0.08,-10.43,12.28,0.012
-0.04,0.12,-10.20,12.30,0.013
-0.20,0.04,-9.85,12.31,0.013
0.16,0.08,-10.00,12.32,0.013
0.08,0.04,-9.92,12.33,0.012
-0.04,-0.08,-9.92,12.35,0.012
0.12,-0.24,-9.89,12.36,0.014
0.00,0.04,-9.96,12.37,0.012
0.20,0.00,-9.81,12.39,0.013
0.08,-0.16,-9.30,12.40,0.013
-0.04,0.16,-9.73,12.41,0.012
-0.04,-0.04,-9.89,12.42,0.013
0.35,0.24,-10.16,12.44,0.013
0.27,-0.04,-9.85,12.45,0.012
0.00,0.08,-9.89,12.46,0.013
0.12,0.04,-9.92,12.47,0.012
0.51,0.63,-10.63,12.49,0.014
0.08,-0.16,-9.96,12.50,0.012
0.08,0.12,-10.24,12.51,0.012
0.04,0.24,-10.36,12.53,0.014
0.20,0.12,-9.92,12.54,0.012
0.24,0.08,-9.89,12.55,0.013
0.08,-0.04,-10.40,12.56,0.012
-0.39,-0.24,-9.53,12.58,0.013
0.00,0.08,-9.85,12.59,0.013
0.04,0.16,-10.00,12.60,0.012
-0.04,0.75,-10.40,12.61,0.014
0.12,0.12,-9.92,12.63,0.012
-0.12,0.12,-9.89,12.64,0.012
0.04,-0.39,-9.57,12.65,0.014
0.20,0.20,-10.04,12.66,0.012
0.00,0.04,-9.85,12.68,0.013
0.00,-0.20,-9.89,12.69,0.012
0.00,0.39,-10.43,12.70,0.013
0.16,0.04,-9.92,12.72,0.013
0.27,0.00,-9.92,12.73,0.012
0.08,0.12,-9.92,12.74,0.014
0.20,0.27,-10.32,12.75,0.012
0.12,0.12,-10.00,12.77,0.012
0.12,0.12,-10.32,12.78,0.014
0.08,0.04,-9.73,12.79,0.012
0.12,0.12,-9.92,12.80,0.013
0.04,0.00,-10.12,12.82,0.012
0.24,0.20,-9.92,12.83,0.013
-0.16,-0.16,-9.85,12.84,0.013
0.08,-0.08,-9.77,12.85,0.012
0.43,-0.20,-9.89,12.87,0.014
0.16,0.31,-10.24,12.88,0.012
0.16,0.20,-10.00,12.89,0.012
0.08,-0.24,-10.12,12.91,0.014
0.20,0.04,-9.92,12.92,0.012
0.04,0.08,-9.85,12.93,0.013
0.04,-0.12,-9.77,12.94,0.012
-0.35,0.27,-10.12,12.96,0.013
0.00,0.20,-9.96,12.97,0.013
0.00,0.00,-9.73,12.98,0.012
-0.08,0.00,-9.81,13.00,0.014
0.04,0.00,-10.08,13.01,0.012
0.16,0.12,-9.92,13.02,0.012
-0.04,0.04,-10.04,13.03,0.014
0.08,-0.08,-10.12,13.05,0.012
0.08,0.04,-9.89,13.06,0.013
0.35,0.24,-10.04,13.07,0.012
0.04,0.12,-9.61,13.08,0.013
0.04,-0.08,-10.28,13.10,0.013
0.00,0.08,-9.92,13.11,0.012
0.00,0.39,-10.16,13.12,0.014
-0.08,-0.08,-9.81,13.13,0.012
0.08,0.04,-9.92,13.15,0.012
0.08,-0.04,-9.73,13.16,0.013
-0.04,-0.35,-9.34,13.17,0.013
-0.20,0.04,-9.92,13.19,0.013
0.12,0.00,-9.85,13.20,0.012
0.04,0.16,-9.92,13.21,0.013
0.27,0.12,-9.89,13.22,0.013
0.04,0.08,-9.92,13.24,0.012
-0.08,0.04,-9.89,13.25,0.013
-0.35,-0.04,-9.81,13.26,0.013
0.08,0.12,-9.92,13.27,0.012
0.08,0.12,-10.00,13.29,0.013
0.51,0.20,-10.51,13.30,0.013
0.12,0.04,-9.96,13.31,0.012
-0.08,0.12,-9.89,13.32,0.013
0.24,0.47,-10.51,13.34,0.013
0.12,0.04,-10.04,13.35,0.013
0.12,0.04,-9.85,13.36,0.012
-0.12,0.00,-9.53,13.38,0.013
-0.24,-0.16,-9.38,13.39,0.013
0.00,0.00,-9.77,13.40,0.012
0.04,0.12,-9.85,13.41,0.012
-0.55,0.20,-9.96,13.43,0.014
-0.04,0.00,-10.04,13.44,0.012
0.12,0.00,-9.81,13.45,0.013
0.12,0.00,-9.92,13.46,0.013
-0.08,0.12,-9.81,13.48,0.012
0.00,0.16,-10.00,13.49,0.013
0.08,0.00,-9.85,13.50,0.012
0.31,0.24,-10.12,13.51,0.013
-0.08,0.20,-10.00,13.53,0.013
0.00,0.00,-9.73,13.54,0.012
-0.24,-0.04,-9.96,13.55,0.014
-0.04,0.12,-10.08,13.57,0.012
0.12,0.04,-9.92,13.58,0.012
-0.24,0.08,-9.77,13.59,0.014
0.27,-0.12,-9.45,13.60,0.012
0.16,0.12,-9.92,13.62,0.013
0.16,-0.08,-9.81,13.63,0.012
0.20,0.27,-10.24,13.64,0.013
-0.08,-0.04,-9.81,13.65,0.013
-0.04,0.08,-9.92,13.67,0.012
0.20,0.08,-10.04,13.68,0.014
0.24,0.12,-10.00,13.69,0.012
0.00,0.00,-9.81,13.71,0.013
-0.20,0.04,-9.89,13.72,0.013
0.00,0.43,-10.16,13.73,0.012
-0.04,0.12,-9.96,13.74,0.013
-0.12,0.12,-9.73,13.76,0.012
-0.27,0.39,-10.51,13.77,0.013
0.12,0.00,-10.43,13.78,0.013
0.00,0.04,-9.89,13.79,0.012
0.08,0.04,-9.92,13.81,0.014
0.20,0.00,-9.89,13.82,0.012
0.04,0.08,-9.96,13.83,0.012
-0.08,0.12,-9.69,13.85,0.014
0.12,-0.16,-9.85,13.86,0.012
0.20,0.12,-10.24,13.87,0.013
0.08,0.04,-9.81,13.88,0.012
0.20,0.24,-9.89,13.90,0.013
-0.12,-0.04,-10.08,13.91,0.013
0.04,0.08,-9.96,13.92,0.012
-0.20,-0.16,-9.45,13.93,0.014
0.35,0.00,-9.89,13.95,0.012
0.12,0.08,-9.92,13.96,0.012
0.00,0.00,-9.96,13.97,0.014
0.08,0.27,-10.24,13.98,0.012
0.12,0.04,-10.36,14.00,0.012
0.00,0.12,-10.00,14.01,0.013
0.27,0.20,-10.24,14.02,0.013
0.12,-0.08,-9.92,14.04,0.013
0.08,0.08,-10.04,14.05,0.012
-0.20,0.12,-10.12,14.06,0.013
0.16,0.31,-10.24,14.07,0.012
0.04,0.04,-9.81,14.08,0.012
0.16,0.16,-10.08,14.10,0.013
-0.12,0.04,-10.47,14.11,0.013
-0.04,0.08,-10.16,14.12,0.013
0.04,0.08,-9.96,14.14,0.012
0.35,0.12,-10.24,14.15,0.014
0.08,0.20,-10.16,14.16,0.012
0.08,0.12,-10.00,14.17,0.012
0.12,0.00,-10.00,14.19,0.014
0.04,-0.27,-10.04,14.20,0.012
0.00,0.00,-9.85,14.21,0.013
0.04,0.08,-9.73,14.22,0.012
-0.16,0.16,-9.92,14.24,0.013
0.08,0.27,-10.47,14.25,0.013
0.08,0.08,-10.00,14.26,0.012
0.12,0.00,-9.92,14.28,0.014
-0.16,0.04,-9.73,14.29,0.012
0.04,0.08,-9.85,14.30,0.012
0.12,-0.08,-9.85,14.31,0.014
0.43,0.20,-10.08,14.33,0.012
-0.16,0.12,-9.92,14.34,0.013
0.04,0.04,-10.16,14.35,0.012
0.12,0.12,-10.20,14.36,0.013
0.16,0.00,-9.81,14.38,0.013
0.00,0.04,-9.85,14.39,0.012
0.16,0.00,-9.77,14.40,0.014
0.12,0.04,-10.24,14.42,0.012
-0.04,0.04,-9.89,14.43,0.012
0.16,0.08,-10.04,14.44,0.014
0.12,-0.20,-9.92,14.45,0.012
0.20,-0.08,-10.28,14.47,0.013
0.04,0.00,-9.85,14.48,0.012
0.20,0.04,-10.20,14.49,0.013
0.20,-0.08,-10.04,14.50,0.013
0.16,0.12,-10.00,14.52,0.012
0.16,0.08,-9.92,14.53,0.014
-0.12,0.08,-10.47,14.54,0.012
0.08,-0.04,-9.85,14.56,0.013
0.20,0.16,-9.92,14.57,0.013
-0.04,0.16,-10.47,14.58,0.012
0.12,0.31,-9.96,14.59,0.013
0.24,0.12,-10.08,14.61,0.012
0.00,-0.20,-9.49,14.62,0.014
0.04,0.24,-10.08,14.63,0.012
-0.04,0.04,-9.96,14.64,0.012
-0.16,0.24,-9.85,14.66,0.014
0.39,0.08,-9.89,14.67,0.012
0.00,0.16,-9.96,14.68,0.013
-0.04,0.04,-9.85,14.69,0.012
0.08,-0.27,-9.65,14.71,0.013
0.12,0.00,-10.16,14.72,0.013
0.08,0.04,-9.85,14.73,0.012
-0.04,-0.12,-9.41,14.75,0.013
0.27,0.12,-10.20,14.76,0.013
0.08,0.12,-9.96,14.77,0.012
0.00,0.00,-9.96,14.78,0.014
-0.39,-0.08,-10.12,14.80,0.012
0.04,-0.04,-9.57,14.81,0.012
-0.08,0.04,-9.85,14.82,0.013
-0.20,0.12,-9.69,14.83,0.013
-0.04,0.31,-9.96,14.85,0.013
0.12,0.12,-9.96,14.86,0.012
-0.16,0.08,-9.89,14.87,0.013
0.08,0.59,-9.96,14.89,0.013
0.08,0.16,-9.92,14.90,0.012
0.08,-0.08,-9.85,14.91,0.013
0.00,0.16,-10.43,14.92,0.013
-0.04,-0.08,-10.00,14.94,0.012
0.04,0.12,-9.89,14.95,0.013
-0.24,0.24,-10.51,14.96,0.013
0.00,-0.08,-9.77,14.97,0.012
0.08,0.04,-9.85,14.99,0.012
0.20,0.04,-10.04,15.00,0.013
-0.51,0.08,-9.89,15.01,0.013
0.04,-0.08,-9.85,15.02,0.012
0.04,0.00,-9.89,15.04,0.012
-0.08,-0.16,-9.57,15.05,0.014
0.20,0.00,-10.04,15.06,0.012
0.16,0.08,-9.96,15.07,0.012
-0.04,0.35,-10.08,15.09,0.014
0.00,0.43,-10.28,15.10,0.012
0.08,0.12,-9.92,15.11,0.013
0.00,-0.12,-9.77,15.13,0.013
-0.08,-0.16,-9.77,15.14,0.012
0.20,0.00,-10.00,15.15,0.013
0.00,0.12,-9.81,15.16,0.012
0.20,0.16,-10.24,15.18,0.014
-0.12,0.12,-9.73,15.19,0.012
-0.04,0.00,-9.85,15.20,0.012
0.08,-0.04,-9.89,15.21,0.014
0.16,0.51,-10.63,15.23,0.012
0.08,0.04,-9.96,15.24,0.013
-0.12,0.00,-9.73,15.25,0.013
0.04,-0.08,-9.81,15.26,0.012
0.12,0.27,-10.12,15.28,0.013
0.08,0.04,-9.96,15.29,0.012
0.55,0.35,-10.32,15.30,0.014
0.16,0.08,-9.92,15.32,0.012
0.08,-0.04,-9.92,15.33,0.012
0.12,0.08,-10.00,15.34,0.014
0.35,0.00,-9.89,15.35,0.012
0.04,-0.08,-9.89,15.37,0.013
0.20,0.12,-9.96,15.38,0.013
-0.16,-0.12,-10.04,15.39,0.012
0.08,-0.12,-9.73,15.40,0.013
0.08,0.27,-10.12,15.42,0.012
0.27,-0.20,-9.73,15.43,0.014
-0.04,0.12,-10.00,15.44,0.012
0.04,0.08,-9.89,15.46,0.013
0.27,0.12,-10.12,15.47,0.013
0.12,0.04,-10.12,15.48,0.012
0.04,-0.12,-9.85,15.49,0.013
0.16,0.04,-10.00,15.51,0.013
0.08,0.04,-9.73,15.52,0.013
-0.24,0.31,-9.41,15.53,0.012
0.20,0.12,-9.89,15.54,0.012
-0.20,0.12,-9.96,15.56,0.013
0.20,0.20,-10.04,15.57,0.012
-0.04,0.16,-10.00,15.58,0.013
-0.16,0.00,-9.81,15.59,0.013
-0.12,-0.16,-9.81,15.61,0.013
0.04,0.12,-10.16,15.62,0.012
0.08,0.04,-9.81,15.63,0.012
0.04,-0.27,-9.49,15.65,0.014
0.12,0.04,-9.85,15.66,0.012
0.12,0.16,-10.00,15.67,0.013
0.00,0.27,-10.20,15.68,0.013
-0.04,0.27,-10.28,15.70,0.012
0.08,0.08,-9.77,15.71,0.013
0.04,-0.12,-9.81,15.72,0.013
0.24,0.35,-10.36,15.73,0.013
0.08,-0.08,-9.53,15.75,0.012
0.08,0.20,-9.96,15.76,0.013
0.00,0.24,-10.47,15.77,0.013
0.20,0.20,-10.00,15.78,0.012
0.00,0.16,-10.00,15.80,0.013
-0.04,0.00,-10.08,15.81,0.013
-0.08,0.04,-10.16,15.82,0.013
0.12,0.12,-9.92,15.84,0.012
-0.16,0.16,-9.81,15.85,0.013
0.20,-0.20,-9.53,15.86,0.013
0.12,-0.16,-10.12,15.87,0.012
0.00,0.12,-10.00,15.89,0.013
0.12,-0.04,-10.12,15.90,0.013
0.04,-0.08,-9.69,15.91,0.013
-0.04,0.08,-9.89,15.92,0.012
0.04,0.08,-10.04,15.94,0.013
-0.04,-0.24,-9.92,15.95,0.013
0.12,0.04,-9.92,15.96,0.012
-0.16,0.08,-9.81,15.98,0.014
-0.20,0.43,-10.12,15.99,0.012
0.20,-0.08,-10.16,16.00,0.012
0.16,0.08,-9.92,16.01,0.013
-0.04,0.20,-10.51,16.03,0.013
0.04,-0.08,-9.81,16.04,0.013
-0.04,0.08,-10.00,16.05,0.012
0.12,0.31,-10.28,16.06,0.013
0.27,0.24,-10.28,16.08,0.013
0.00,-0.08,-9.81,16.09,0.012
0.16,0.24,-10.00,16.10,0.014
0.31,0.39,-10.36,16.12,0.012
-0.04,0.55,-10.32,16.13,0.013
0.12,0.12,-9.92,16.14,0.012
-0.04,-0.24,-9.30,16.15,0.013
-0.12,-0.20,-9.61,16.17,0.012
0.04,0.04,-9.92,16.18,0.012
0.00,0.27,-10.12,16.19,0.014
0.12,0.27,-10.16,16.20,0.012
0.04,0.04,-9.96,16.22,0.013
0.08,-0.12,-9.69,16.23,0.013
0.27,0.12,-10.16,16.24,0.012
-0.16,0.04,-10.28,16.25,0.013
0.08,0.00,-10.00,16.27,0.012
0.04,-0.12,-9.89,16.28,0.014
-0.04,-0.08,-9.81,16.29,0.012
0.04,0.12,-10.12,16.30,0.012
-0.04,0.08,-9.81,16.32,0.014
0.16,0.43,-9.96,16.33,0.012
-0.24,0.04,-9.96,16.34,0.013
0.08,-0.16,-9.73,16.36,0.012
0.00,0.31,-10.20,16.37,0.013
-0.04,0.04,-10.47,16.38,0.013
0.08,0.20,-9.89,16.39,0.012
-0.16,0.24,-10.28,16.41,0.014
-0.04,0.16,-9.92,16.42,0.012
0.08,0.00,-10.00,16.43,0.013
0.08,0.04,-9.85,16.45,0.013
-0.24,0.08,-10.32,16.46,0.012
